"CustomerID","Test_Group","Outcome","State_Available","Email_Available"
"69805255BSWMKGPX","control",0,0,0
"92058278SHXATKLG","test",0,0,0
"52720738QYXENZYN","test",0,1,0
"77074028HDABUOWJ","test",0,1,0
"06620882IRYSDOFZ","control",0,0,0
"21175315WEOOMQBZ","control",0,1,0
"79441430TXFRLNHF","test",0,0,0
"50760643USDHREZM","control",0,1,0
"05778288DAGGNVZB","control",0,1,0
"60781856ZKXPMVAT","test",0,1,0
"07599935UPLATIGH","control",0,0,0
"17825582YVADUFWK","test",0,0,0
"23324056TBTYGZDO","test",0,1,1
"24473750PYWWDNHT","control",0,1,0
"74544260HHUUMRFC","test",0,1,0
"40201009NQXCKREP","control",0,0,0
"26694082KLLWJQTW","test",1,0,0
"34087151VPECHNKU","test",0,0,0
"16706959TLEVLREA","test",0,1,0
"58441547TLNXICFV","control",0,1,0
"96280381LNGQIJXV","test",0,1,1
"00538246ISKOJQSO","control",0,0,0
"30796839YRFDNQMX","test",1,1,0
"23825856ICCHYQXX","test",0,1,0
"56696742QWHFZOTU","control",0,0,0
"27971775QEYVDEQN","test",0,0,0
"10144596ZVYMHJCD","test",0,1,1
"03845490IBZFMQHS","control",0,0,0
"18941726YBYEWYPJ","control",0,1,1
"12735352AZTUHXTW","test",1,0,0
"03982905BUTDGBSE","test",0,0,0
"50563396RUXKXZIQ","control",0,1,0
"29520620YZVJLBUD","control",0,0,0
"00945460AJZQVZFD","test",0,1,0
"95553154CCNNHKFM","test",0,1,0
"94827694VVRRDIMM","control",0,1,0
"02681589LRTYWKET","control",0,1,1
"81997214OOEKQCCZ","test",1,1,0
"64127952VBEWJOGI","control",0,1,0
"59663493LLOQSUGD","control",0,1,1
"32042972IWACFUWM","control",0,1,1
"28579236PBRMFASI","test",0,1,1
"44067383SKHUJPZC","test",0,0,0
"08087231NBSSMASJ","test",0,1,0
"49052782GGHADGBK","test",0,1,0
"60598708YRFRSHFP","control",0,1,1
"39116235DZOFTXNB","control",0,1,0
"12683965JDNLXXNW","test",0,0,0
"12045539YPNMBXYJ","test",0,1,0
"72832528GXCAHKJI","test",0,1,0
"44932375HYQLYFKX","test",0,0,0
"06932578IGOUMXKA","test",0,0,0
"19502562HVNNBLSQ","control",0,0,0
"64293406BHFATPIQ","control",0,1,0
"25194402ZVOMZJPD","test",0,1,1
"86994578PPVBFCPO","control",0,1,0
"54864505UYMFEGBO","test",0,0,0
"60325690APAKKRYI","test",0,1,0
"79348118BCKHXMQG","test",0,0,0
"89375954CKYECNEB","test",0,0,0
"24615019AURLHDCI","control",0,0,0
"75519167YOAIUTEU","control",0,1,1
"87832242ATCLBNIV","test",0,0,0
"17756748BUNLGZGW","control",0,0,0
"23131887NOSMDFET","control",0,0,0
"71378823IAUKRCDJ","control",0,0,0
"18085862KOBMYNVZ","test",0,1,1
"56023415WHEIFJJI","test",0,0,0
"29788310DXSYOYWT","test",1,1,1
"93356083VMYGQPLU","control",0,1,0
"78903071PVZGDLII","test",0,1,0
"17485220BIWSASBU","control",0,1,0
"50668705TZKLNLIT","control",0,0,0
"27340018NWSXMYJR","test",0,1,0
"92486801SHVFQQPV","test",1,1,0
"01135326WDKCXMUS","test",0,0,0
"30698933SDFYSZOM","control",0,1,1
"11393624BBORNUGB","control",0,1,0
"68298765KPLKNVIQ","control",0,0,0
"21920834RJIYDZZU","control",0,0,0
"33505806VEVPEFKY","control",0,0,0
"47678843KOIPKWGW","control",1,1,1
"25209946NEOUXTOE","control",0,0,0
"44863600BZCVVSGH","control",0,0,0
"43089388GOVMKVXV","test",0,1,0
"28395087KYYJELGX","test",0,0,1
"48195221MJEYYEQG","test",0,0,0
"10077034FTWAAYLW","test",0,0,0
"88341928WZUQYFUR","control",0,1,0
"43707548MDYFTZMI","control",0,0,0
"81240489LATKPMUD","test",0,1,0
"16137924CXDRZFOP","test",0,0,0
"34422572IRHIKCVG","control",0,1,0
"97906195ALNIJQYA","control",0,0,0
"25932316JQABUQXJ","test",0,0,0
"28779391AEPRXUZX","control",0,0,0
"36196794VBGTHJKW","control",0,0,0
"63514047LXQMCMLE","control",0,0,0
"08748688IPRLNSTI","control",0,1,1
"07327371VVXOASBK","control",0,1,0
"40551699QBCTGYPS","control",0,0,0
"47383194BOIVWYSJ","test",0,0,0
"47356749GIALQGWZ","test",0,0,0
"06123486LYSMVUND","control",0,1,1
"04953785VVQZVFRX","test",0,0,0
"95303459RUNEDOSY","control",0,1,1
"44822036LPRSKAXG","test",0,0,0
"95543805TXRIOKNY","control",0,0,1
"54766599BWORMKNV","control",0,1,0
"29075485NNCEYRQR","control",0,0,0
"12053578EVHTZAMG","test",0,0,0
"80646972KDTKPFRG","test",0,1,1
"40933601TAIRRFJW","test",0,0,0
"76022759DOUNCXEO","test",0,0,1
"19343233SJNXVRRD","control",0,1,0
"11121265VWSUPFBQ","test",0,0,0
"10130438CRUKLBYN","test",0,1,1
"38496920NQTBCSAD","test",0,0,0
"98958045HHMZGKJA","test",0,0,0
"06469145UIYGXNOR","test",0,0,0
"22187789RIOYSTIF","test",0,0,0
"17386645KHEWXXXE","control",0,0,0
"00350379QZZFRSIX","control",0,0,0
"09624469TUGRXIWN","control",0,0,0
"63833961MNCYPZZY","control",0,0,0
"67387429ZDVXXDQA","test",0,1,0
"64442701WWLJENKL","test",0,1,0
"58890806WPIJAHKZ","control",0,0,0
"21002280HIIHXRDL","control",0,0,0
"02989059SJDJDZSK","test",0,1,0
"11906977PUFIPKVM","control",0,1,0
"87779631VEHGRDKP","control",0,0,0
"29952525OVHHYROI","control",0,0,0
"37443529KTXJYTDX","test",0,0,0
"19565728WQGNAHFT","control",0,0,0
"20887694NGJWPKWV","test",0,1,1
"28128457RIRJEXMB","control",0,1,0
"62705459QAMHBRFA","test",0,0,0
"59398996DCOZBLIV","test",0,1,1
"16563525YWLVNSTD","control",0,0,0
"31067815EYBZMGJT","control",0,1,0
"53041861QVXOPELW","test",0,0,0
"02075865YXAPXUIZ","control",0,1,0
"87514463HPJWBBHA","test",0,0,0
"53402402MANZPAXO","test",0,0,0
"97991412BPWTRKPN","test",0,1,0
"13577894ENICLVNS","test",0,0,0
"23517842FPREXHIW","control",0,0,0
"35522843WWHTKCPH","test",0,1,1
"57922107WQQUUQQU","control",0,0,0
"02097717MEMMKLLQ","test",1,1,1
"83938636QGPQNZGH","control",0,1,0
"55884024JAANGURI","control",0,1,0
"79024423VBLYCPQJ","test",0,1,0
"78170757PWURXRYC","control",0,1,1
"41778285YYJBRGED","control",1,1,0
"20070078BCXWYHPB","control",0,1,1
"93664770RROEKZLD","control",0,1,0
"56976166KGPBHBYH","test",0,0,0
"78534059NVRDOEGA","test",0,0,0
"61224113GVGBMBHR","test",1,0,0
"13661794AUWWMLYS","control",0,1,0
"99429423DUMPLGSZ","test",1,1,0
"04760706MZRMUQGX","test",0,1,0
"46511198NPKFBXDG","control",0,1,0
"17534198QTWYGCHA","control",0,1,0
"13123444ADBSOCFW","control",0,0,0
"16751919LCDDJOAM","test",0,0,0
"63375168YVKQNVJT","test",0,0,0
"97541211SNUKWEJO","test",0,0,0
"79174590XHORQEST","control",0,0,0
"21562326EWCSQJSP","control",0,1,0
"74243992GBETIIMZ","test",0,0,0
"04170501ULVAYYZP","control",0,0,0
"87604851DQEFGDNB","test",0,1,0
"85095484NFKICWJH","test",0,0,0
"15769635OPMOHLMK","test",0,0,0
"58201853TUJXEFVJ","test",0,1,0
"58020775XSPQJAIP","control",0,1,0
"46025659JTCDSIJG","test",0,1,0
"35809555UGUPDPRG","control",0,0,0
"45563243FWITZTMT","control",0,0,0
"35468514LVCHHWHO","test",0,0,0
"01880357GJFDDESJ","test",0,1,0
"80959922SQPPFBLJ","test",1,1,1
"99159884XXNWCDAJ","control",0,0,0
"02129365CGWSALIS","control",0,0,0
"35155937TMNZJTAR","control",0,0,1
"99501919UFORUPAU","control",0,1,0
"13287332OBPKQQEU","test",0,0,0
"08556132MGCGMDKT","test",0,1,0
"30922683FIBZYTYX","test",0,0,0
"33956105SHRJLEOL","control",0,1,0
"82469122VPFWCBYT","control",0,0,0
"82789236YGIYBPOB","test",0,1,1
"32091171WMKDRYBK","test",0,0,0
"89118416LTISSISC","control",0,0,0
"17625127QEAUZDYD","control",0,0,0
"52133697BUKDGBDL","test",0,1,0
"70552444IPPKAUGZ","control",0,0,0
"50093776BTKACMSU","test",0,0,0
"47466966BRABLUAZ","test",0,0,0
"40076918NDSFOXBB","control",0,0,0
"96776799KILIOYZW","test",1,1,0
"56717542HKTWPMKO","control",0,1,0
"29766266CXFSPYMZ","control",0,0,0
"28590394OOMRKVJJ","test",0,0,0
"67640095KCGNLQMI","test",1,1,1
"31805385RKIQCBUA","test",0,0,0
"60589026YXIPZWWX","test",0,1,0
"64788380NKWQVRST","control",0,0,0
"29953854ZSSBPHAG","test",0,0,0
"86299665OZGLGSUE","test",0,0,0
"75967263JNPVMLQZ","test",0,0,0
"75411268KRBXYNIZ","test",1,0,0
"67874179RKCRUAWU","test",0,1,0
"11435109JYTKVSDD","control",0,0,0
"95765961MLEASTVO","test",0,1,0
"47021122GTJNKZWE","control",0,0,0
"36351534KZMNSLJJ","control",0,1,0
"17881568WHVJJBGL","control",0,0,0
"55653968KCXBXLVS","test",0,0,0
"44309755TGTEDXIS","control",0,0,0
"02835505DNUKQTCS","control",0,0,0
"48268237DSAXIJDE","control",0,0,1
"21971094EXDYFLNW","control",0,1,1
"46472672HLCRWJDC","control",0,0,0
"98278691JNYXBCGV","test",0,0,0
"02346876YHWLBEYQ","control",0,0,0
"64597612FPMGBVOW","control",0,0,0
"65416328SSTJYQUN","control",0,0,0
"25509569UDRGZMZW","control",0,1,1
"77257876KPLCWMUB","control",0,1,0
"46831996LBELVMWC","test",0,1,0
"54399548IZVPVXID","test",0,0,0
"72564199VLYULCGT","test",0,0,0
"16311170CXECIIHB","test",0,1,0
"56588160UFOKFDHF","control",0,0,0
"76264650IDHURTCY","test",0,1,1
"46075824GHWLITOB","control",0,0,0
"70526219RNCGOMWC","test",0,1,0
"19243438IYWNMZQN","test",0,0,0
"70819847VSMZLBAV","control",0,1,0
"29884021FLPNQROI","test",0,1,0
"87504552OYKMTMCR","test",0,1,0
"13129252XRHIUEHI","control",0,1,0
"59089349YNYHLTEG","test",0,0,0
"52870925HRLSPLFC","test",0,0,0
"27144827VTFXPHPA","test",0,1,0
"01017925SVDFHQPP","test",0,0,0
"25515046NJONQKOY","control",0,0,0
"06283558BMSMTVXD","test",0,0,0
"20818892ELMWVVCT","test",0,1,0
"11615461ZXAWBHGD","test",0,1,0
"33777390NOGPUWAH","test",0,0,0
"43195467SRQOHFKG","test",0,0,0
"54236808XYNYJUKU","test",0,0,0
"41261457HYIDPHNA","test",0,0,0
"97711979MCMXNKBS","test",0,0,0
"68551011ZLEEGEXF","test",0,1,0
"58813424UBCGRPCC","test",0,0,0
"03297744DYRAWADC","control",0,0,0
"46983997ZWWVETSI","control",0,1,1
"92562159SMZJXUEN","test",0,0,0
"82723538SZMJKGYV","control",0,0,0
"52048507YVLHLVVT","control",0,0,0
"98242680JQQKFCBY","control",0,0,0
"85369911XQDGCDHI","test",0,0,0
"09010697FDIQRKHP","test",0,0,0
"15023463ADMPRIHP","control",0,1,0
"51467305DMKXBTUR","test",0,0,0
"98800317TBVHSWUP","control",0,1,0
"70244904LWHFATCB","test",0,0,0
"09825213CSNQKVVK","test",0,0,0
"04776845LUQYJRFF","test",0,0,0
"31466274VEMMBHOM","test",0,1,0
"83515971GJYVVZVV","control",0,1,1
"26198409TVSIJMQG","test",0,1,0
"22354095TSRGVALG","test",0,0,0
"63173057PPZVXQWZ","test",0,0,0
"42379553EJHNHGYV","control",0,0,0
"91507641ZFYKINMJ","test",0,0,0
"96843681CPDSEIGK","control",0,0,0
"54085294UYLMGDXO","control",0,0,0
"44098361IWKKNDMR","control",0,1,0
"45395803NWKYHAKG","control",0,0,0
"38604594AUPPRDQL","test",0,0,0
"04185301CSZPRZXR","control",0,1,0
"98272716NYZLVBCI","control",0,1,0
"75302807XNOZYIVV","control",0,0,0
"98693749FLCIBMQX","test",0,1,0
"72743121IMVEJEED","control",0,1,1
"31162535HSZEOUCV","control",0,0,0
"08948916ZLRPAPEG","control",0,0,0
"81836324TEPUSKDB","control",0,0,0
"78572537BLQTCNPI","control",0,0,0
"23290047LHZRRWDB","control",0,1,0
"47667436UYNXHNGL","control",0,0,0
"88686224GUROGYZD","control",0,0,0
"19526266PRLIHXUU","control",0,1,0
"54607557ZXPXGOGD","test",0,1,0
"72790453IDSASPWU","test",0,0,0
"19522679JKTOYJHE","test",0,0,0
"55287970HHSPOQVJ","test",0,1,0
"84395205EBANTIJF","control",0,0,0
"72257322TVDADLAF","control",0,0,0
"38334854ZRELJJHL","control",0,1,0
"68215382GSJBTUCK","test",0,0,0
"10422491CLOEFIWG","test",0,0,0
"51094035KHEAMSCQ","test",0,0,0
"03662310ZJXRSMWC","control",0,1,0
"97365910ECGFCEGM","control",0,1,0
"21251538AFKHBHGC","test",1,1,0
"72668380SPEULDPU","control",0,0,0
"62435567PWIZCCGR","control",0,1,0
"30464006BQODXOTI","test",0,0,0
"41803511JVELTERC","control",0,0,0
"30293509KNUEXSPS","test",0,0,0
"30050127YEHXPCER","control",0,0,0
"65580205RQRJNRPA","test",0,1,0
"27922892AKVIMODL","control",0,1,0
"48265395HTXCLGYP","control",0,1,0
"86139418ZQPFYWDW","test",0,0,0
"45622925JDXZHQMV","control",0,0,0
"23984006IZZLEAQQ","test",0,1,0
"99793844XLESLHZU","control",0,0,0
"33972669QDFMGATQ","control",1,0,0
"06457219CYVNZUAI","test",0,0,0
"43124778DQWWRBFA","control",0,0,0
"52273193QHCIMONZ","test",0,1,1
"56285022AJFQERIO","control",0,1,0
"37812557RADQOSUH","test",0,0,0
"81035606HMLBEJJV","test",0,0,0
"61542013OMASTKXH","test",1,0,0
"15184413ARZGMXIB","control",0,0,0
"80506250KMUQMTYU","test",0,0,0
"35582949WUEZNUJM","test",0,1,0
"39414521WCNLHCPI","test",0,1,0
"54241448UDTMKZWY","test",0,0,0
"24255290ZNJVPCDE","control",0,0,0
"74000103HPYERNHK","control",0,0,0
"77179019RMWVKLRM","control",0,0,0
"18145661NPXWINTM","control",0,0,0
"07046174OXZZZUAT","control",0,1,0
"13826333BRJTAZGQ","control",0,0,0
"23443044JGXGYRYW","control",0,0,0
"83654462SAUIIRAT","test",0,1,1
"04226182TCAMCXQW","test",0,0,0
"15639075GYTHPVYN","test",0,0,0
"04872641JYKUVYBE","control",0,0,0
"17886148JHUJUAOD","test",0,1,0
"98878188MEPQIWUI","test",0,0,0
"73976979KCOCFXLX","control",0,1,0
"03082181ADHVUHSI","test",0,0,0
"52542760HSIVQYBE","control",0,1,0
"03173431AIEIPHYW","control",0,0,0
"79330120YXBSAGRZ","control",0,0,0
"91547457YWLXKBCC","control",0,1,0
"86292552NKQXNZSJ","test",0,1,0
"28141699JWNNAQZR","control",0,1,0
"43472432JJRKQANF","test",1,1,1
"65833354MVPAFYBE","control",0,1,0
"55977670UNTJHJXR","test",0,1,0
"51514153SLTJESDI","test",0,0,0
"23891564AMBHRUXM","control",0,0,0
"54113039YDFCGMUC","test",1,0,0
"24778617RTTMQKKL","test",0,0,0
"37650891QHVRDQNL","control",0,0,0
"70583765MTRZNUNW","test",1,0,0
"00706931KVUTISZL","control",0,0,0
"54615067WWZDOIWS","test",0,1,0
"05292395TPSWGVQJ","test",0,0,0
"16265394UDPSUFYZ","test",1,1,1
"73980267TAIFWTUJ","control",0,0,0
"00049559VPGZWKPW","control",0,0,0
"59319372SGNZCCTX","test",0,1,0
"43172368ATBOPCBI","test",0,0,0
"13126624CTNXFEAU","test",0,1,0
